plasmid_0;45+,69-,28+,91+,71-,79-
plasmid_1;84+,66+,109+,41-,56+,42+,83+,49+,38+,106+,100-,83-,114+,104+,34+,91+,71-,84+,102+
plasmid_2;32+
plasmid_3;107-,47+,107+,100-,83-,114+,105+,43+,101+,61+
plasmid_4;84+,66+,109+,40+,103+,99+
plasmid_5;101+,101+,61+
plasmid_6;115-,64+,110+,113-,27+,68+,16+,74+
plasmid_7;111-,30+,68+,2-,74-
plasmid_8;48-,68+,1+
plasmid_9;68+
plasmid_10;57-,72+,31+,72+,37-,72-
plasmid_11;74-,25-,69+,6-
plasmid_12;96-,112-,96-,94-,95-,75+,69+,24-,88+
plasmid_13;36+,69+,44+
plasmid_14;69+
plasmid_15;105-,114-,83+,100+
